user_id,product_id,prod_percent_baskets,percent_reordered,average_order_position,days_since_prior_order2
1201,38241,1.0,1.0,2.8,27.2
1201,7533,0.8,0.75,4.25,26.5
1201,42598,0.2,1.0,3.0,30.0
1201,26209,0.2,0.0,3.0,23.0
1201,4374,0.2,1.0,5.0,30.0
1201,42333,0.2,0.0,6.0,23.0
1201,24232,0.2,0.0,6.0,30.0
1401,10032,0.6,1.0,4.33333333333,16.0
1401,49296,0.6,1.0,4.33333333333,25.6666666667
1401,15472,0.6,1.0,5.33333333333,25.6666666667
1401,26910,0.6,1.0,8.0,16.0
1401,49633,0.4,1.0,3.5,15.5
1401,42016,0.4,1.0,5.5,9.0
1401,23026,0.2,1.0,1.0,1.0
1401,46674,0.2,1.0,1.0,30.0
1401,287,0.2,1.0,2.0,30.0
1401,1848,0.2,1.0,2.0,30.0
1401,41844,0.2,1.0,2.0,30.0
1401,43459,0.2,0.0,2.0,17.0
1401,25232,0.2,1.0,3.0,1.0
1401,13544,0.2,0.0,3.0,30.0
1401,42431,0.2,0.0,3.0,30.0
1401,35353,0.2,1.0,4.0,30.0
1401,6340,0.2,0.0,4.0,17.0
1401,18171,0.2,0.0,4.0,30.0
1401,25227,0.2,0.0,4.0,30.0
1401,13203,0.2,1.0,5.0,30.0
1401,25393,0.2,0.0,5.0,1.0
1401,45066,0.2,0.0,5.0,30.0
1401,5713,0.2,0.0,6.0,1.0
1401,9901,0.2,0.0,6.0,30.0
1401,41741,0.2,0.0,6.0,30.0
1401,35221,0.2,1.0,7.0,30.0
1401,8523,0.2,0.0,7.0,1.0
1401,10504,0.2,0.0,7.0,30.0
1401,8536,0.2,1.0,8.0,1.0
1401,47626,0.2,1.0,8.0,17.0
1401,20765,0.2,0.0,9.0,1.0
1401,28441,0.2,0.0,9.0,17.0
1401,43183,0.2,1.0,10.0,1.0
1401,48144,0.2,0.0,10.0,17.0
1401,16170,0.2,0.0,10.0,30.0
1401,41074,0.2,1.0,11.0,17.0
1401,45007,0.2,0.0,11.0,30.0
1401,13974,0.2,1.0,12.0,17.0
1401,21333,0.2,1.0,13.0,1.0
1401,42959,0.2,0.0,13.0,17.0
1401,42460,0.2,1.0,14.0,1.0
1401,35454,0.2,1.0,14.0,17.0
1601,15649,0.4,0.5,1.5,15.0
1601,31717,0.4,0.5,5.0,4.5
1601,41433,0.4,0.5,7.5,2.5
1601,17794,0.2,0.0,1.0,5.0
1601,5456,0.2,0.0,1.0,30.0
1601,24852,0.2,0.0,1.0,30.0
1601,39812,0.2,0.0,2.0,5.0
1601,7948,0.2,0.0,2.0,9.0
1601,29447,0.2,0.0,2.0,30.0
1601,22151,0.2,0.0,2.0,
1601,42701,0.2,0.0,3.0,5.0
1601,38108,0.2,0.0,3.0,9.0
1601,17985,0.2,0.0,3.0,30.0
1601,27344,0.2,0.0,3.0,30.0
1601,17183,0.2,0.0,3.0,
1601,35898,0.2,0.0,4.0,5.0
1601,24184,0.2,0.0,4.0,9.0
1601,34993,0.2,0.0,4.0,
1601,42617,0.2,0.0,5.0,5.0
1601,40198,0.2,0.0,5.0,
1601,22935,0.2,0.0,6.0,5.0
1601,46886,0.2,0.0,6.0,
1601,17758,0.2,0.0,7.0,
1601,21137,0.2,0.0,10.0,
1801,13176,0.666666666667,0.5,2.0,2.5
1801,27845,0.666666666667,0.5,5.5,2.5
1801,47029,0.333333333333,0.0,1.0,30.0
1801,11843,0.333333333333,0.0,1.0,
1801,2716,0.333333333333,0.0,2.0,30.0
1801,21137,0.333333333333,0.0,3.0,5.0
1801,13712,0.333333333333,0.0,3.0,30.0
1801,47209,0.333333333333,0.0,3.0,
1801,4809,0.333333333333,0.0,4.0,30.0
1801,9839,0.333333333333,0.0,4.0,
1801,10709,0.333333333333,0.0,5.0,30.0
1801,30391,0.333333333333,0.0,5.0,
1801,34243,0.333333333333,0.0,6.0,30.0
1801,2809,0.333333333333,0.0,6.0,
1801,8193,0.333333333333,0.0,7.0,30.0
1801,42389,0.333333333333,0.0,7.0,
1801,42701,0.333333333333,0.0,8.0,30.0
1801,36554,0.333333333333,0.0,8.0,
1801,38739,0.333333333333,0.0,9.0,30.0
1801,28358,0.333333333333,0.0,9.0,
1801,5876,0.333333333333,0.0,10.0,30.0
1801,4086,0.333333333333,0.0,11.0,30.0
1801,2954,0.333333333333,0.0,11.0,
1801,2024,0.333333333333,0.0,12.0,
2001,49683,1.0,1.0,2.2,12.2
2001,42450,1.0,1.0,8.8,12.2
2001,7131,0.8,1.0,1.0,11.75
2001,21903,0.6,1.0,4.33333333333,15.6666666667
2001,28465,0.6,1.0,5.0,13.3333333333
2001,44359,0.6,1.0,8.33333333333,8.66666666667
2001,34466,0.6,0.666666666667,9.0,9.33333333333
2001,34214,0.6,1.0,10.3333333333,13.3333333333
2001,31040,0.6,1.0,11.0,15.6666666667
2001,29487,0.4,1.0,3.5,13.0
2001,25043,0.4,1.0,4.5,10.5
2001,45066,0.4,1.0,5.0,7.0
2001,18926,0.4,1.0,5.0,16.5
2001,432,0.4,1.0,6.5,9.5
2001,10749,0.4,1.0,7.0,16.5
2001,24799,0.4,1.0,8.0,16.5
2001,16185,0.4,0.5,8.5,10.5
2001,20919,0.4,0.5,9.5,7.0
2001,46906,0.4,1.0,10.5,13.0
2001,9681,0.4,0.5,10.5,7.0
2001,48666,0.4,1.0,11.0,16.5
2001,2825,0.4,0.5,11.5,10.5
2001,14553,0.2,0.0,1.0,14.0
2001,47912,0.2,1.0,9.0,7.0
2001,7806,0.2,1.0,10.0,7.0
2001,42828,0.2,1.0,10.0,21.0
2001,41950,0.2,0.0,10.0,7.0
2001,38734,0.2,1.0,11.0,7.0
2001,10248,0.2,0.0,11.0,7.0
2001,9648,0.2,0.0,11.0,14.0
2001,47965,0.2,1.0,13.0,21.0
2001,48230,0.2,0.0,13.0,7.0
2001,42701,0.2,1.0,14.0,21.0
2001,45613,0.2,0.0,14.0,7.0
2001,14462,0.2,1.0,15.0,21.0
2001,47223,0.2,0.0,15.0,12.0
2001,2447,0.2,1.0,16.0,12.0
2001,14778,0.2,0.0,16.0,7.0
2001,10343,0.2,0.0,16.0,21.0
2001,10163,0.2,1.0,17.0,12.0
2001,9019,0.2,1.0,17.0,21.0
2001,37935,0.2,1.0,18.0,12.0
2201,5077,0.8,1.0,4.75,15.75
2201,19678,0.6,1.0,3.33333333333,17.3333333333
2201,34126,0.4,0.5,1.0,8.5
2201,10644,0.4,0.5,6.0,10.0
2201,22935,0.4,1.0,6.5,18.0
2201,9365,0.4,0.5,7.0,12.5
2201,34358,0.4,0.5,7.0,14.0
2201,14540,0.4,1.0,7.5,18.0
2201,17316,0.4,1.0,8.5,18.0
2201,23130,0.4,0.5,10.0,16.5
2201,21560,0.4,0.5,11.0,16.5
2201,2994,0.4,0.5,12.0,16.5
2201,19894,0.2,0.0,1.0,22.0
2201,31553,0.2,0.0,2.0,11.0
2201,2237,0.2,0.0,2.0,22.0
2201,13409,0.2,1.0,3.0,14.0
2201,42518,0.2,0.0,3.0,11.0
2201,6628,0.2,0.0,3.0,22.0
2201,49533,0.2,1.0,4.0,22.0
2201,12341,0.2,0.0,4.0,14.0
2201,5025,0.2,0.0,5.0,22.0
2201,15392,0.2,1.0,6.0,22.0
2201,35217,0.2,0.0,6.0,11.0
2201,3464,0.2,1.0,8.0,14.0
2201,47209,0.2,0.0,10.0,11.0
2201,35678,0.2,0.0,16.0,22.0
2201,26242,0.2,0.0,17.0,22.0
2201,3098,0.2,0.0,18.0,22.0
2201,12442,0.2,0.0,19.0,22.0
2201,33290,0.2,0.0,20.0,22.0
2401,9337,0.666666666667,0.5,5.0,1.0
2401,15803,0.666666666667,0.5,5.5,3.5
2401,26209,0.666666666667,0.5,5.5,4.5
2401,25890,0.666666666667,0.5,8.0,1.0
2401,25659,0.666666666667,0.5,9.0,4.5
2401,24964,0.666666666667,0.5,11.5,4.5
2401,24852,0.666666666667,0.5,15.0,4.5
2401,30776,0.666666666667,0.5,16.0,4.5
2401,21903,0.666666666667,0.5,16.5,1.0
2401,44632,0.666666666667,0.5,16.5,1.0
2401,43295,0.333333333333,0.0,1.0,7.0
2401,41259,0.333333333333,0.0,2.0,2.0
2401,35951,0.333333333333,0.0,2.0,
2401,45007,0.333333333333,0.0,3.0,7.0
2401,24035,0.333333333333,0.0,3.0,
2401,41149,0.333333333333,0.0,4.0,2.0
2401,49683,0.333333333333,0.0,4.0,7.0
2401,34137,0.333333333333,0.0,4.0,
2401,13535,0.333333333333,0.0,5.0,2.0
2401,35140,0.333333333333,0.0,5.0,7.0
2401,46720,0.333333333333,0.0,5.0,
2401,45002,0.333333333333,0.0,6.0,2.0
2401,31717,0.333333333333,0.0,6.0,7.0
2401,47900,0.333333333333,0.0,6.0,
2401,31506,0.333333333333,0.0,7.0,2.0
2401,44586,0.333333333333,0.0,7.0,
2401,1516,0.333333333333,0.0,8.0,2.0
2401,37642,0.333333333333,0.0,8.0,7.0
2401,44698,0.333333333333,0.0,8.0,
2401,48679,0.333333333333,0.0,10.0,2.0
2401,39984,0.333333333333,0.0,10.0,
2401,18523,0.333333333333,0.0,11.0,7.0
2401,5025,0.333333333333,0.0,11.0,
2401,19003,0.333333333333,0.0,12.0,2.0
2401,34850,0.333333333333,0.0,12.0,
2401,17794,0.333333333333,0.0,13.0,2.0
2401,47626,0.333333333333,0.0,13.0,7.0
2401,7628,0.333333333333,0.0,15.0,
2401,8670,0.333333333333,0.0,16.0,
2401,39928,0.333333333333,0.0,17.0,2.0
2401,8854,0.333333333333,0.0,17.0,
2401,45495,0.333333333333,0.0,18.0,2.0
2601,40516,0.6,0.666666666667,1.66666666667,2.33333333333
2601,10193,0.6,0.666666666667,2.33333333333,2.33333333333
2601,10555,0.4,0.5,2.0,0.0
2601,30551,0.4,0.5,7.0,22.0
2601,16797,0.4,0.5,8.0,22.0
2601,21938,0.2,0.0,1.0,14.0
2601,5460,0.2,0.0,1.0,30.0
2601,5566,0.2,0.0,2.0,7.0
2601,30309,0.2,0.0,2.0,14.0
2601,32478,0.2,0.0,2.0,30.0
2601,9065,0.2,0.0,3.0,14.0
2601,30623,0.2,0.0,3.0,30.0
2601,49683,0.2,0.0,4.0,7.0
2601,14096,0.2,0.0,4.0,14.0
2601,32689,0.2,0.0,4.0,30.0
2601,33095,0.2,0.0,5.0,7.0
2601,17715,0.2,0.0,5.0,14.0
2601,38154,0.2,0.0,5.0,30.0
2601,19025,0.2,0.0,6.0,7.0
2601,9510,0.2,0.0,6.0,14.0
2601,8943,0.2,0.0,7.0,7.0
2601,13176,0.2,0.0,7.0,14.0
2601,38044,0.2,0.0,8.0,7.0
2801,3957,1.0,0.75,4.25,5.0
2801,49235,0.5,0.5,2.0,8.5
2801,5876,0.5,0.5,4.5,4.0
2801,42736,0.5,0.5,6.5,4.0
2801,16617,0.5,0.5,7.5,4.0
2801,40992,0.25,0.0,1.0,
2801,21903,0.25,0.0,2.0,3.0
2801,46676,0.25,0.0,2.0,
2801,21405,0.25,0.0,3.0,3.0
2801,432,0.25,0.0,3.0,12.0
2801,42828,0.25,0.0,3.0,
2801,26005,0.25,0.0,4.0,3.0
2801,27966,0.25,0.0,4.0,12.0
2801,47144,0.25,0.0,5.0,3.0
2801,47209,0.25,0.0,5.0,5.0
2801,26604,0.25,0.0,5.0,12.0
2801,18465,0.25,0.0,6.0,3.0
2801,33731,0.25,0.0,6.0,5.0
2801,43961,0.25,0.0,6.0,12.0
2801,300,0.25,0.0,7.0,5.0
2801,47441,0.25,0.0,7.0,12.0
2801,22935,0.25,0.0,8.0,3.0
2801,4773,0.25,0.0,8.0,12.0
2801,39877,0.25,0.0,9.0,3.0
2801,41220,0.25,0.0,9.0,5.0
2801,20334,0.25,0.0,9.0,12.0
2801,8277,0.25,0.0,10.0,3.0
2801,39928,0.25,0.0,10.0,5.0
2801,16797,0.25,0.0,10.0,12.0
2801,25705,0.25,0.0,11.0,3.0
2801,39247,0.25,0.0,11.0,5.0
2801,4920,0.25,0.0,11.0,12.0
2801,36418,0.25,0.0,12.0,5.0
2801,2078,0.25,0.0,13.0,5.0
2801,24964,0.25,0.0,14.0,3.0
3001,24852,1.0,1.0,1.8,20.8
3001,4210,1.0,1.0,3.0,20.8
3001,38452,0.6,1.0,3.33333333333,22.3333333333
3001,22035,0.6,1.0,7.33333333333,20.6666666667
3001,30995,0.4,0.5,3.5,22.0
3001,46166,0.4,0.5,4.5,17.5
3001,27086,0.4,1.0,5.0,22.0
3001,4605,0.4,1.0,7.5,29.0
3001,21938,0.4,0.5,7.5,29.0
3001,8239,0.2,1.0,1.0,7.0
3001,35992,0.2,1.0,3.0,14.0
3001,14010,0.2,1.0,3.0,25.0
3001,26620,0.2,1.0,3.0,30.0
3001,42736,0.2,0.0,5.0,30.0
3001,27778,0.2,1.0,6.0,25.0
3001,47734,0.2,0.0,6.0,7.0
3001,49236,0.2,1.0,7.0,7.0
3001,29987,0.2,0.0,7.0,28.0
3001,19816,0.2,0.0,7.0,30.0
3001,2024,0.2,1.0,8.0,7.0
3001,38273,0.2,0.0,8.0,28.0
3001,24184,0.2,0.0,8.0,30.0
3001,35687,0.2,0.0,9.0,7.0
3001,37107,0.2,0.0,10.0,7.0
3001,31343,0.2,1.0,11.0,30.0
3001,34358,0.2,0.0,12.0,30.0
3001,6933,0.2,0.0,13.0,30.0
3001,26131,0.2,0.0,14.0,30.0
3201,16696,0.6,1.0,1.33333333333,16.6666666667
3201,38371,0.4,1.0,1.0,2.5
3201,20824,0.2,0.0,1.0,11.0
3201,24749,0.2,0.0,2.0,1.0
3201,36696,0.2,0.0,2.0,4.0
3201,21009,0.2,0.0,2.0,9.0
3201,204,0.2,0.0,3.0,1.0
3201,8479,0.2,0.0,3.0,9.0
3201,40285,0.2,0.0,4.0,9.0
3201,3330,0.2,0.0,5.0,9.0
3401,48364,0.5,0.5,4.0,13.0
3401,8899,0.25,0.0,1.0,4.0
3401,26618,0.25,0.0,1.0,26.0
3401,9710,0.25,0.0,1.0,28.0
3401,5916,0.25,0.0,1.0,
3401,19904,0.25,0.0,2.0,4.0
3401,33174,0.25,0.0,2.0,26.0
3401,2856,0.25,0.0,2.0,28.0
3401,2846,0.25,0.0,2.0,
3401,43867,0.25,0.0,3.0,4.0
3401,11071,0.25,0.0,3.0,28.0
3401,16349,0.25,0.0,3.0,
3401,38371,0.25,0.0,4.0,4.0
3401,38797,0.25,0.0,4.0,26.0
3401,46720,0.25,0.0,4.0,28.0
3401,20042,0.25,0.0,4.0,
3401,9116,0.25,0.0,5.0,4.0
3401,35166,0.25,0.0,5.0,26.0
3401,35128,0.25,0.0,5.0,28.0
3401,43961,0.25,0.0,6.0,4.0
3401,10568,0.25,0.0,6.0,26.0
3401,39693,0.25,0.0,6.0,28.0
3401,31377,0.25,0.0,6.0,
3401,6341,0.25,0.0,7.0,26.0
3401,42511,0.25,0.0,7.0,28.0
3401,35108,0.25,0.0,8.0,26.0
3401,27323,0.25,0.0,8.0,28.0
3401,36086,0.25,0.0,9.0,26.0
3401,21137,0.25,0.0,9.0,28.0
3401,27086,0.25,0.0,10.0,26.0
3401,18531,0.25,0.0,10.0,28.0
3401,3938,0.25,0.0,11.0,28.0
3401,35900,0.25,0.0,12.0,28.0
3601,1062,1.0,0.75,1.0,22.5
3601,10374,0.5,0.5,2.0,30.0
3601,45443,0.5,0.5,3.0,30.0
3601,32331,0.5,0.5,4.0,30.0
3601,29094,0.5,0.5,5.0,30.0
3601,48205,0.5,0.5,6.5,30.0
3601,16154,0.5,0.5,7.5,30.0
3601,33827,0.5,0.5,10.0,30.0
3601,3358,0.5,0.5,12.5,30.0
3601,20161,0.25,0.0,2.0,
3601,16710,0.25,0.0,6.0,30.0
3601,35132,0.25,0.0,9.0,30.0
3601,48705,0.25,0.0,10.0,30.0
3601,24097,0.25,0.0,11.0,30.0
3601,35042,0.25,0.0,13.0,30.0
3601,19348,0.25,0.0,14.0,30.0
3601,27179,0.25,0.0,15.0,30.0
3601,15925,0.25,0.0,17.0,30.0
3601,49363,0.25,0.0,18.0,30.0
3801,12080,0.6,0.666666666667,8.33333333333,14.0
3801,27985,0.4,0.5,4.0,14.5
3801,21246,0.4,1.0,4.5,12.0
3801,6350,0.4,1.0,4.5,17.0
3801,37422,0.4,0.5,4.5,12.0
3801,40208,0.4,0.5,6.0,12.0
3801,5970,0.2,0.0,1.0,8.0
3801,31154,0.2,0.0,1.0,16.0
3801,33638,0.2,0.0,1.0,18.0
3801,12620,0.2,0.0,2.0,8.0
3801,33073,0.2,0.0,2.0,16.0
3801,31326,0.2,0.0,2.0,18.0
3801,1177,0.2,0.0,3.0,18.0
3801,45290,0.2,1.0,4.0,8.0
3801,2232,0.2,0.0,4.0,18.0
3801,48364,0.2,0.0,5.0,18.0
3801,25146,0.2,1.0,6.0,16.0
3801,520,0.2,0.0,6.0,8.0
3801,45054,0.2,1.0,7.0,18.0
3801,34487,0.2,0.0,8.0,16.0
3801,46138,0.2,0.0,9.0,16.0
3801,14168,0.2,0.0,9.0,18.0
3801,48742,0.2,0.0,10.0,18.0
3801,20720,0.2,0.0,11.0,18.0
4001,31805,1.0,1.0,1.8,7.4
4001,16797,0.8,1.0,1.25,6.5
4001,38768,0.4,1.0,2.0,9.5
4001,32403,0.2,1.0,3.0,10.0
4001,20345,0.2,0.0,4.0,8.0
4001,32455,0.2,0.0,4.0,10.0
4201,6846,0.8,1.0,3.75,15.75
4201,26384,0.8,1.0,4.25,14.75
4201,4210,0.8,1.0,6.0,15.25
4201,8859,0.8,1.0,7.25,15.25
4201,3040,0.8,1.0,9.25,15.25
4201,9515,0.8,1.0,10.5,15.25
4201,39993,0.6,1.0,2.33333333333,12.0
4201,24852,0.6,1.0,2.66666666667,17.0
4201,49342,0.6,1.0,3.33333333333,12.0
4201,3308,0.6,1.0,5.66666666667,10.3333333333
4201,15125,0.6,1.0,6.66666666667,17.0
4201,35976,0.6,0.666666666667,9.33333333333,17.3333333333
4201,42667,0.4,0.5,1.0,13.0
4201,29363,0.4,1.0,7.0,18.5
4201,27796,0.4,1.0,10.5,22.0
4201,20708,0.4,0.5,12.0,18.5
4201,14890,0.2,0.0,2.0,12.0
4201,22080,0.2,0.0,3.0,12.0
4201,46193,0.2,1.0,4.0,30.0
4201,15801,0.2,1.0,8.0,12.0
4201,47785,0.2,0.0,8.0,7.0
4201,14154,0.2,0.0,13.0,7.0
4201,39512,0.2,0.0,13.0,30.0
4201,29116,0.2,1.0,14.0,30.0
4201,35618,0.2,0.0,14.0,7.0
4201,39823,0.2,0.0,15.0,7.0
4201,14006,0.2,0.0,15.0,30.0
4401,47766,0.8,0.75,4.75,19.5
4401,13176,0.8,0.75,5.5,19.5
4401,3952,0.6,1.0,13.3333333333,18.3333333333
4401,24759,0.4,0.5,2.5,22.5
4401,5876,0.4,0.5,6.0,16.5
4401,22935,0.4,0.5,7.0,16.5
4401,32655,0.4,0.5,8.0,12.5
4401,47029,0.4,0.5,8.0,13.5
4401,5353,0.4,0.5,9.0,3.5
4401,34329,0.4,0.5,11.5,3.5
4401,19990,0.4,0.5,11.5,17.0
4401,41290,0.4,0.5,11.5,26.0
4401,17847,0.4,0.5,15.0,3.5
4401,11005,0.2,0.0,1.0,3.0
4401,18471,0.2,0.0,1.0,4.0
4401,47156,0.2,0.0,2.0,22.0
4401,27845,0.2,1.0,3.0,23.0
4401,44449,0.2,0.0,3.0,3.0
4401,16525,0.2,0.0,3.0,4.0
4401,34126,0.2,0.0,3.0,30.0
4401,8670,0.2,0.0,4.0,3.0
4401,7649,0.2,0.0,4.0,30.0
4401,24852,0.2,1.0,5.0,4.0
4401,14702,0.2,1.0,5.0,22.0
4401,4589,0.2,0.0,5.0,3.0
4401,36695,0.2,0.0,5.0,30.0
4401,40408,0.2,1.0,6.0,30.0
4401,34496,0.2,0.0,6.0,3.0
4401,4163,0.2,0.0,6.0,23.0
4401,24263,0.2,0.0,7.0,3.0
4401,38827,0.2,0.0,7.0,22.0
